,text,class,summary,cleaned
167884,MemoriesI ve notice something today after I regained alot of terrifying memories  All my life paranoia  delusions and wierd hallucinations were at my side  I was terrified of the darkness and the basement because I was absolutely certain that there were creatures out to kill me  I felt like I was being followed and watched constantly and everywhere by them  I was sure they were standing next to me while I was laying in bed  just waiting for the moment to strike  I also had some wierd moments when I spaced out and visually  hallucinated watched a movie in my head where I was either firstly hunted down or directly slaughtered by those creatures in gruesome ways  I could not do anything against it  stop it  prevent it and it usually took over my vision entirely and felt very immersive  All of it except the paranoia stopped for a long time but recently I had a two week long episode where I had vivid visual  auditory and tactile hallucinations and delusions  I know that those creatures do not exist but I can t do anything against the thoughts coming up in regards to those things This is not giving me hope in regards to the major depression and pushing me even further into the abyss  this is really heavy right now   I see light at the end of this tunnel with the appointment with the psychiatrist but I feel like it will just be another train that s going to hit me,1,Phenomenon delusions and hallucinations brought back terrifying memories for the first time in a long time. The psychiatrist appointment is going to be another train that's going to hit him again. He's depressed and he doesn't see the light at the end of the tunnel.,phenomenon delusion hallucination bring terrifying memory time long time psychiatrist appointment go train go hit depressed not light end tunnel
167885,I want to see what can you do In one hour  I will look at the comments Until then I wont  touch my phone what can you do as a community in one hour,0,I want to see what can you do In one hour  I will look at the comments Until then I wont  touch my phone what can you do as a community in one hour,want hour look comment not touch phone community hour
167886,Suicide consumes my thoughts I lost the one family member who stood up for me when I was being abused   He passed away   The world is quickly becoming a scarier place  and I don t mean just because of recent politics   My mental health and physical health are both in the shitter and I have no way of getting help    I don t wanna call a hotline because the last time I did I was  d and that was one of the worst experiences I have had,1,Suicide consumes my thoughts. I lost the one family member who stood up for me when I was being abused. My mental health and physical health are both in the shitter and I have no way of getting help. I don't want to call a hotline because the last time I did I was drugged.,suicide consume thought lose family member stand abuse mental health physical health shutter no way get help not want hotline time drug
167887,I m Just So TiredI don t even know why I am here  I doubt I will ever have the courage to kill myself I am just so tired   I can t even remember the last time I slept   I happy for seconds of a day and miserable the rest of it   I text my  friends associates  but am ultimately ignored   I go out to bars when I get the energy  but people just dismiss me   I call family that lives thousands miles away  only to get platitudes and hallow sentiments Maybe I am just broken  but I don t know how to fix me   I spend much of my days crying lately   I don t even know why I am crying anymore   Real people cry over loss and pain  but I have nothing and feel nothing  so why am I still crying Seems wasteful to post here  I don t know if I ll ever find the strength to finish the act   Maybe I ve just been looking for those who found the energy to commit the act I m just so tired,1,I don't know why I am here. I spend most of my days crying. I text my friends but am ignored. I go out to bars when I get the energy but people dismiss me. I call family that lives thousands of miles away and get platitudes and hallow sentiments. ,not know spend day cry text friend ignore bar energy people dismiss family live thousand mile away platitude hallow sentiment
167888,school is making me so sad and idk why  they give us ok ish amounts of assignments and the teachers are nice but still just being there makes me feel miserable  maybe it s because of socializing but i kinda have friends  idk i just don t wanna be here fuck fuck fuckf,0,school is making me so sad and idk why  they give us ok ish amounts of assignments and the teachers are nice but still just being there makes me feel miserable  maybe it s because of socializing but i kinda have friends  idk i just don t wanna be here fuck fuck fuckf,school make sad not know amount assignment teacher nice make feel miserable maybe socialize kind friend not know don want fuck fuck fuck
167889,I have too much internal conflict  I hate fighting myself on everything  Please kill me I feel like those failed Sigourney Weaver clones from Alien  Resurrection  Just kill me  Everything hurts and no one understands  I will never be fixed  PLEASE end me  I have no right to complain either  nothing in my life is wrong  Others have it much worse  I just want to lie down in traffic,1,Everything hurts and no one understands me. I hate fighting myself on everything. I just want to lie down in traffic. I feel like those failed Sigourney Weaver clones from Alien Resurrection. I will never be fixed. I have no right to complain. ,hurt no understand hate fight want lie traffic feel like fail sig journey weaver clone alien resurrection fix no right complain
167890,Am I The Only One That Understands Brandon Bernards Crime Many of the sources people link to are   sided and are heavily biased  Government sources say that he lit a car on fire with a person in the trunk  they died   https www justice gov opa pr executions scheduled two federal inmates convicted heinous murders So many people don t fact check and think he was wrongly accused or didn t do anything wrong  He lit someone on fire and killed them,0,Brandon Bernards was accused of setting a car on fire with a person in the trunk and killing them. Many people don't fact check and think he was wrongly accused or didn't do anything wrong. He lit someone on fire and killed them.,brandon bernard accuse set car fire person trunk kill people not fact check think wrongly accuse not wrong light fire kill
167891,since we all sharing our horny thoughts rn  i was just on ft with my crush and casually took off my shirt and when she complimented me it got me hard  i was standing up and sorta let her see that it got me hard but i pretended i didn t notice  then she hung up on me  idkwhy its so easy for me to get turned on but now im sad and horny,0,"She complimented him on his looks and he got hard. She hung up on him. Now he's sad and horny. He doesn't know why it's so easy for him to get turned on, but now he's horny. ",compliment look get hard hang sad horny not know easy turn horny
167892,my sister  F   asked me  F   for permission to kill herselfmy sister best friend  F   has asked me  F   more than once for permission to commit suicide  she s told me that i m the only reason she s still alive on more than a few occasions  when she asked me this i don t know how to respond  if i tell her  no  i feel like i m being selfish since i know she s not happy being alive but i don t think i would ever be able to tell her  yes   she just told me that  right now it s not even because i m depressed  i just doesn t see the point of living  i have no clue what to do or say  does anyone have a solution TL DR my younger sister wants my permission to commit suicide  what should i do,1,F asked her sister F for permission to kill herself more than once. F is depressed and doesn't see the point of living. F doesn't know how to respond to F's request. F's younger sister wants her permission to commit suicide. ,ask sister permission kill depressed not point living not know respond request young sister want permission commit suicide
167893,My security job makes want to kill myselfWhat did I do in a pass life to deserve this shit show of an existence You ever stop and think damn my life s shit  just void of anything worth living for,1,My security job makes want to kill myselfWhat did I do in a pass life to deserve this shit show of an existence You ever stop and think damn my life s shit  just void of anything worth living for,security job make want kill pass life deserve shit existence stop think damn life shit void worth live
