,text,class,summary,cleaned
50750,I don t understand The thing i don t understand  if i know someone is going through a tough time  and tell them i m here for them  and that i care about them  and ask them if they ve hurt themselves to make sure they haven t   will not do it  Surely thats a good thing  right     Well  then why is it that everytime i look after someone who is at risk of selfharm suicide  they get mad at me and end up blocking me avoiding me  I M ONLY TRYING TO HELP YOU STAY SAFE    Perhaps that s my purpose in life  to gatekeep the gates of suicide  protect people by pushing them away from the gates  while knowing that someday the gate will open  and pull me inside it with a warm embrace  I don t know anymore  maybe i m just confused  maybe i m not built for society  maybe i m wrong  who knows  I wish i could know  but here we are  the thoughts of suicide are flooding back in  because of someone deeming their best course of action to remove me  AFTER ME TRYING TO HELP THEM     Fuck this  i m out,1,Someone is trying to remove me from a situation where I'm trying to help someone at risk of suicide. I don't understand why people get mad at me when I try to help them. I want to protect people from suicide. ,try remove situation try help risk suicide not understand people mad try help want protect people suicide
50751,Do I need to get help I ve been going through a lot recently and I ve been getting more and more depressed  I used to push suicidal thoughts out of my head  But now when I think of ending my life  it scares me  but it seems like it at be soothing in a way  I don t think death should be soothing  I dunno if I wanna keep living or not  I m trying really hard because I have an amazing girlfriend that I love more than anything and I really don t wanna hurt my family,1,"Suicide seems soothing to him, but he doesn't want to end his life. He has an amazing girlfriend and he loves her more than anything. He does not want to hurt his family by ending his life, because he does not wish to hurt her.",suicide soothe not want end life amazing girlfriend love not want hurt family end life not wish hurt
50752,i am on a bus to san francisco  tomorrow  i jumpi m sorry i couldn t handle the pain  this is to my parents in case they don t find the note  under my hamper in the closet  i am too sensitive for a world this cruel  i m sorry i am unable to make you proud and unable to be accepted and happy  my entire adolescence was lonely and painful and i don t want to stay here for just more of the same the bus gets in tomorrow and my plan is to jump off the bridge  at this point i know no one will convince me to change my mind  i might reply but will be in and out of service  i m incredibly scared but even more scared to suffer longer here edit  i am still here  i came very close but got scared because i guess i m too much of a wimp  i wish i was more brave  believing you want to end it is one thing  but overriding survival instinct is another  as much as i wanted to i couldn t  though i came very  very close  to everyone who was kind to me  thank you  i m not sure what s going to happen to me as i m still very lonely and suffering,1,Tomorrow I'm on a bus to San Francisco and I'm going to jump off the bridge. I left a note under the hamper in the closet for my parents in case they don't find it. I'm still very lonely and suffering. ,tomorrow bus san francisco go jump bridge leave note hamper closet parent case not find lonely suffer
50753,year olds on this sub are so annoying like they think they are so funny but in reality they are annoying and they are so whiny smh make what you want of this,0,year olds on this sub are so annoying like they think they are so funny but in reality they are annoying and they are so whiny smh make what you want of this,year old sub annoying like think funny reality annoying whiny sch want
50754,Why your opinion is wrong Just take a look at  this diagram  https imgur com a e Jim,0,Why your opinion is wrong Just take a look at  this diagram  https imgur com a e Jim,opinion wrong look diagram incur com jim
50755,Not sure if this is the proper place but I need helpI have a lot of issues  Trust issues  specifically  I am a rape victim and bipolar My SO is also depressed and was suicidal at one point  During this time he got very close to a female who was allegedly going through the same thing  They flirted  A lot  Very heavily and publicly  This continued when we started dating  They have pet names for each other  and take  couples  pictures  He says that he is close to her because they both went through the same things and talked each other down multiple times I should probably be thanking her because she could ve been the only reason he s still alive and he s the best thing ever to happen to me  But jealousy is an ugly thing and I feel so much resentment towards her and take it out on him  I feel like a disgusting person  I self harm because I feel so disgusted with myself for having so much anger at the situation Am I at all justified  He swears there is nothing but I can t bring myself to even see that as a possibility  Please help me  I am destroying an otherwise great relationship and I dont know what to do,1,I am a rape victim and bipolar. My boyfriend is depressed and was suicidal at one point. He got very close to a female who went through the same thing as him. They flirted heavily and publicly. They have pet names for each other and take couples pictures together. I resentful towards her and self harm because of it. ,rape victim bipolar boyfriend depressed suicidal point get close female go thing flirt heavily publicly pet name couple picture resentful self harm
50756,ItI keep having these thoughts and I just wanna scratch that itch and be out this b h,1,ItI keep having these thoughts and I just wanna scratch that itch and be out this b h,have thought want scratch itch
50757,So scared  Someone I love might be at risk  He lives far away  I m crumbling What do I say  What do I do  Someone tell me it ll be okay,1,So scared  Someone I love might be at risk  He lives far away  I m crumbling What do I say  What do I do  Someone tell me it ll be okay,scare love risk live far away crumble tell okay
50758,No one is necessarily a bad person  You shouldn t want to m rder someone for being  bad  Read more  Everyone is shaped by their environment  Entirely shaped  All the way  Their education from their environment and their brain body structure determines who they are  They dont choose what that is  They arent at fault for what they get  For what they turn out to be  Now  this isnt an excuse for people not working on bettering themselves  You can do that  You should do that  Just that the want or even ability to better yourself comes from your environment  If you never got the right pillars of circumstance  you would never want to do that  You would never want to become better  You would never be better  If you did  you would  No doubt about it  We are entirely controlled by things outside of our control  So you shouldnt hate someone for how they are  You can dislike them  But hate  M rder  That isnt justified  Maybe its justified why you would do it  Your own ignorance  But the act isnt moral  It isnt justified itself   Hating a racist isnt right  It shows your ignorance   People are racist for one reason  Ignorance  Mis education is taught to them  People arent born racist  It s just their environment  They had no control over that  If they legitimately knew that racism was wrong and incorrect  they wouldn t be racist  But they don t  so they are  If you were in their shoes  you would be racist as well    Your hate isnt justified  Your actions against them aren t justified  The best thing you can do is try to eduacte them  If you want to  It s the only thing that will fix the problem  And it s the only moral thing you can do We don t choose our circumstance  Dont hate someone for something outside of their control   Society needs to learn this,0,"No one is necessarily a bad person. Everyone is shaped by their environment and their brain body structure determines who they are. People are not at fault for what they turn out to be, but for their education and their environment. You can dislike someone for how they are, but you can't hate them for something outside of their control.",no necessarily bad person shape environment brain body structure determine people not fault turn education environment dislike not hate outside control
50759,Dead in lifeI m just a spirit in a body  I dont live with people any more  Every time I talk I m really just talking to myself   Help says I wont change   ever again  man what the duck did I get myself into As I write this I know I m insane  just learned to not go batshit crazy,1,Dead in lifeI m just a spirit in a body  I dont live with people any more  Every time I talk I m really just talking to myself   Help says I wont change   ever again  man what the duck did I get myself into As I write this I know I m insane  just learned to not go batshit crazy,dead life spirit body not live people time talk talk help say not change man duck write know insane learn not bat hit crazy
50760,Anybody want to join a Discord server  Here s the invite code  CMfqGS DM me here or on Discord  Black Flames  if that doesn t work for some reason,0,Anybody want to join a Discord server  Here s the invite code  CMfqGS DM me here or on Discord  Black Flames  if that doesn t work for some reason,anybody want join discord server invite code cafe discord black flame work reason
50761,Why bother anymoreI m tired of living a life of isolation  I m always at home  not because I chose to  but I live in a shitty fucking area full of degenerates and human filth I m so tired  I made cutting to a game  it s all I ever feel  pain and adrenaline  I wish I owned a revolver so I could play Russian roulette  Damn  being   is no different  just makes me seem more pathetic now that I m an  adult  I knew I should have fucking killed myself that day I m not even supposed to me alive right now I just want to die already but I m too much of a bitch  I wish I owned a gun oh well  at the very least I can cut  be grateful for what you have,1,"I live in a shithole area full of degenerates and human filth. I wish I owned a revolver so I could play Russian roulette. I should have killed myself that day, but I'm too much of a bitch to kill myself.",live shit hole area degenerate human filth wish own revolver play russian roulette kill day bitch kill
50762,Who really cares  apparently it doesn t matter Seriously  im a new father of twins  the mother has all but shut me out  Im lucky if i get to change a diaper and look into their eyes  I get to hold one of them  if both are being fussy  Aside from that  im relegated to going to work  and forking over money  im so distraught  I feel like ending myself and allowing them to collect the insurance is the best option,1,The mother has all but shut him out. He's a new father of twins. He doesn't get to change a diaper and look into their eyes. He gets to hold one of them if both are being fussy. He has to go to work and pay the insurance.,mother shut new father twin not change diaper look eye get hold fussy work pay insurance
50763,I think I am going to kill myself next weekI don t really know why I m posting anymore  I am currently in a school trip I am   years old and a guy as soon as I get back I will figure out how to just end it  I haven t had a happy day for over   years  My psychiatrist doesn t help either  I am not good at anything   literally  despite playing judo and guitar for over   years I still get beaten by people who have trained for   years  I don t have passion for anything anymore  only   friend she also has depression  we are thinking of doing it together  Also one of my only other friends gets me envious since he is better at everything than me  He gets really good grades  I have a   GPA  he is smart I am not smart in any subject  he is good looking  I have never even kissed a girl  He always hooks up with the girls I like even though he knows  The one thing I thought I was good at was Pull ups  I could about   non stop  I have been training every fucking day for the past   years  every time I go through my door I would do pull ups I have got a bar on my door  Today we were doing them  he did twice as me with perfect I mean perfect technique  while mine was sloppy  he doesn t even train pull ups  I know I am not supposed to do this to show off or even do it for other people  but it really sucks when you suck at everything you do  Thanks for reading,1,"As soon as he gets back from a school trip, he will kill himself. He is depressed and doesn't have any passion for anything. His girlfriend also has depression and they are thinking of going on a trip together. His friend is better at everything than him, he gets good grades, he's good looking and he hooks up with the girls he likes. He's also better at pull ups than he is.",soon get school trip kill depressed not passion girlfriend depression think go trip friend well get good grade good look hook girl like well pull up
50764,Things are not going to get betterThings are not going my way anymore My life used to be so good I had an awesome boyfriend  I was attending UCLA  the school of my dreams  I loved my family  I had amazing friends But now everything is going down hill I had to quit school because I couldn t afford it  My boyfriend lost his job and is now depressed  I cant even help him i have no job and ive had no luck finding one for over a year  I don t see my friend anymore because they re all enjoying the college life  My family for some reason is against me  My older sister hates me and my younger sister too  I don t know why  I can t stand their rude comments  My mother won t even help me she just takes their side I feel so lonely So lost So useless I don t know where to go from here Death seems so peaceful  I would be able to see my father again  If that even is possible  He died   years ago He was the only thing that kept my family together  I miss him so much I want to kill myself but I m such a coward Everyday I tell myself I just have to hold on for a bit longer and things will get better  But thy don t they jut keep getting worse and worse  I feel so worthless and a burden My boyfriend has been caring for me since I dropped out of college  He has suffered so much because of me  I don t want to kill myself because I want to grow old with him  But he might be moving to Arizona because he lost his job and can t afford rent  I don t want to move there because we went to visit a couple weeks ago and its the same living situation I m in  Tuition would be even harder to pay if I decided to pay for college I m in a spiral going down into a black hole  It doesn t seem like things are going to get better,1,Things are not going well for the girl who used to attend UCLA. She had to quit school because she couldn't afford it. Her boyfriend lost his job and is depressed. He might be moving to Arizona because he can't afford rent. She doesn't want to move there because it's the same living situation.,thing not go girl attend la quit school not afford boyfriend lose job depressed move arizona not afford rent not want live situation
50765,Hey girl Hey girl amp x B amp x B You feeling alone  As if nothing you say gets through  Or do you never feel like you re good enough  Well lay your head on my thigh and tell me all about it  vent your emotions to me  I ll listen This offer extends to the homies who re feeling down,0,Hey girl Hey girl amp x B amp x B You feeling alone  As if nothing you say gets through  Or do you never feel like you re good enough  Well lay your head on my thigh and tell me all about it  vent your emotions to me  I ll listen This offer extends to the homies who re feeling down,hey girl hey girl amp amp feel get feel like good lay head thigh tell vent emotion ill listen offer extend homie feel
