,text,class,summary,cleaned
90533,TonightI ve liked this person  for almost a year now  and they knew I did  so I finally asked them out over text  stupid I know  and they didn t answer  I haven t talked to them at school  but someone asked them about it for me  and they don t want a relationship  I can t take it anymore  seeing their face everyday  just wanting to hug them  I know I m not good enough to make her happy  so I m done  Everybody hates me for talking about being sad  and nobody cares because I ve attempted suicide to many times for people to take it seriously  so nobody cares and everyone is slowly leaving me  All I want is that person I like  and I know I ll never be with her  So yeah  I want to die  Over a person I like  I m fucking pathetic  I know  dying over some person  But I ve dated people before I  liked  and this feels different  I think I love them  I m tired of feeling alone  controlled  and like I m just an annoying slut who drives everyone who loves me away  I m only going to write a note to the person I like  tell them the truth about why I m doing it  and that it s not their fault at all,1,"Tonight I'm going to write a note to the person I like and tell them why I want to end it all. I've been dating this person for almost a year and they knew I liked them, but they don't want a relationship with me.",tonight go write note person like tell want end date person year know like not want relationship
90534,Without the threat of suicide  why should anyone care I know in my heart of hearts that I won t kill myself  But goddamnit if it isn t appealing  I don t want to die  but I want to be dead  This seemingly invalidates everything I ever think  If I m not going to kill myself  then who gives a shit  I ve been fairly good about not self harming to a degree that will permanently scar or damage me but I don t know how long I can keep that up  Mental health only seems to matter to people when suicide becomes a threat or after a suicide has taken place  I ve isolated myself  started self harming  and nobody fucking know  Not a single person in my family knows or even suspects anything  I m in my room  doing work  The reality is that I spend my day feeling shitty and getting nothing done  going to bed at  AM  waking up at between  AM and  AM and getting all my work done before school  This has been my mode of life for the past four weeks  And nobody knows  I m that good at hiding this shit  So when is it going to matter  I ve almost been able to trick myself that I m doing fine  People ask how I m doing and it s goddamn robotic at this point   good  you  So I ll just wait until suicidal ideation turns into suicidal tendencies huh  Maybe I ll figure out what I d do if I do become suicidal  It seems strangely comforting to know that I would have a way out if it gets that bad,1,Mental health only seems to matter to people when suicide becomes a threat or after a suicide has taken place. I have isolated myself and started self harming. Nobody in my family knows or suspects anything. I spend my day feeling bad and getting nothing done. ,mental health matter people suicide threat suicide take place isolate start self harm family know suspect spend day feel bad get
90535,The only time I feel like this  is when I am downI dont getit  The only time I think about sucide is when I have social shit todo  I cant seem to find any reason or logic  Why even put up with this fakeness   Idont belong here  Yes I can fake it  No its not fun  THere s aboustely nothing thats making me truly happy  No s giving a fuck  Even if I rise up to the level that people start giving a fuck  I feel like those people are pathetic for that  They don t seem to care  Dunno why I am really here  Shupid shit  I dont reallyt care  Not that I am gonna  coomit sucide  Iam just too sad  Nothing makes me feel like I truly belong  I ll just be having a drink and sleeping it over  But i Feel like SHIT and thats the only persisitent thing in my life right now  Fucking shit  I m missing spellings dude to being drunk and angry atm,1,There is nothing in this world that makes him feel like he truly belongs there. He is depressed and wants to kill himself. He doesn't understand why he's here. He's missing spellings and is drunk and angry atm.,world make feel like truly belong depressed want kill not understand miss spelling drunk angry atm
90536,I m afraid that I might kill myself tonightI am   years old  Up until one month ago  I had the best year of my life with the most amazing person I had ever met  She was my best friend and the person I love  One month ago she decided to remove me from her life  I don t know why  I don t understand  I don t care anymore  I promised myself that if things ended between me and her  I d have nothing and I was going to take my own life  There has not been a day that I haven t thought about suicide  I don t want to do any of this anymore  I want to be happy  I don t want live my life alone  and I feel so alone  I still have hope in my life that I might find happiness  but I am just so tired of having to try to do that  I just don t want to hurt anyone else in the process,1,"A month ago, his best friend removed him from her life. He is afraid he might kill himself tonight. He doesn't want to live his life alone. He still has hope that he might find happiness but he is tired of trying to do that.",month ago good friend remove life afraid kill tonight not want live life hope find happiness tired try
90537,The only reason I m not shooting myself is because I can t shoot twice to be sure Basically the title  I want to bring up this point to see if I m not the only one I m not really that suicidal but if I could make sure I wouldn t be able to come back I think i would shoot myself  multiple times  But I don t know if I ever will have the balls for it Right now I m making the best of this existential dread filled life  filled with bad selfish people we all have to go through I hope you re doing well,1,The only reason I'm not shooting myself is because I can't shoot twice to be sure. I don't know if I ever will have the balls for it. I'm making the best of this existential dread filled life filled with bad selfish people. ,reason not shoot not shoot twice sure not know ball make good existential dread fill life fill bad selfish people
90538,I m completely fuckedDepressed and anxious   Got nothing  My social skills are really bad and I feel too awkward and uncomfortable to get better  I hate socializing  I feel self conscious around everyone and my social anxiety won t go away  I don t know why I feel like this  But I can t smile at people  I can t have normal conversations with people  And now it s too late  There is no hope for my life anymore  I don t have any faith in myself and I just wish I was dead  I don t even know why I m posting this  Life is a nightmare and it will never get better life will never get better no matter what I do  I m too stupid and I can t accept my life and I can t accept reality  I just want it all to be over but as much as I want to complain there s no one to talk to about it it s so obvious and just true that talk doesn t fucking matter  Only actions and what is real matters as I can t accept reality,1,There is no hope for my life anymore. I hate socializing and I can't smile at people or have normal conversations with people. I don't have any faith in myself and I just wish I was dead. There is no one to talk to about it.,no hope life anymore hate socialize not smile people normal conversation people not faith wish dead no talk
90539,I don t know what to doI ve been going through it in my head for weeks now  I want to talk to my family  friends  but it just never comes up  I just keep pushing the idea into my head that how I feel doesn t matter  That I shouldn t burden them with how I m feeling  Lately  suicide has been on my mind constantly  I ve thought of different ways I could go through with it  how  and where it would happen  It went so far that  when I went for a drive to be alone last week  I brought some razors with me  I went down some back roads  on the countryside and I was ready  But I was scared  I didn t want to leave behind my family or friends  I was scared  What if right as it happens  I realize that I want to live  But it d be too late  Everyday I live empty  I try to contribute to conversation  but there s always something missing  I never feel motivated to do anything I used to love  Drawing  Nope  Haven t drawn in weeks  I feel like I m in a really deep  dark hole  I keep digging deeper  it s all I can do  But I want out  I hate it  I hate this feeling  I hate not wanting to be alive and being too chicken shit to do anything about it  Please help,1,Suicide has been on my mind lately. I want to talk to my family friends but it never comes up. I hate not wanting to be alive and being too chicken shit to do anything about it. I haven't drawn in weeks. ,suicide mind lately want talk family friend come hate not want alive chicken shit not draw week
90540,Bored anyone wanna banter Message me if you wanna banter im bored,0,Bored anyone wanna banter Message me if you wanna banter im bored,bore want banter message want banter bored
90541,I failed to even kill myself Failure,1,I failed to even kill myself Failure,fail kill failure
90542,How do I destroy someone on an smp  So I started a smp with a few friends  One of them is a known asshole the other one is a thought to be one  The thought to be one just has some anger issues and I realized the asshole was legit provoking them to make them look bad  So I joined them so I got murded and my teammate kills him in lava burning me and the assholes gear  Asshole gets pissed and starts revenge me and my teammate never wanted this to happen and he pulls asshole pulls out totems and strength  The plan now is to get max netherite armor and totems  Is this a good strat or anyone got any other ideas,0,The plan is to get max netherite armor and totems to destroy the assholes on smp.   It's a good strat or anyone got any other ideas?  It works for me because I got killed by an asshole. ,plan max nephrite arm totem destroy ass hole sep good start get idea work got kill ass hole
