,text,class,summary,cleaned
233351,2 more hours 🥹,0,2 more hours 🥹,hour
233352,Take them red lifeguard hoodies the fuck off,0,Take them red lifeguard hoodies the fuck off,red lifeguard hoodie fuck
233353,starting 2023 with the same laporan in 2022,0,starting 2023 with the same laporan in 2022,start lap run
233354,"Last work day of 2022.

Here’s to excellent appraisals in 2023, opportunities for growth and stronger relationships with co-workers.

May you truly receive what you search for in the new year and gain a fresh eye for your work to produce great feats.

You’re dope! Remember that.",0,"Last work day of 2022.

Here’s to excellent appraisals in 2023, opportunities for growth and stronger relationships with co-workers.

May you truly receive what you search for in the new year and gain a fresh eye for your work to produce great feats.

You’re dope! Remember that.",work day excellent appraisal opportunity growth strong relationship co worker truly receive search new year gain fresh eye work produce great feat dope remember
233355,"Plot twist : The Romanian Government put the Tates in jail for Human Trafficking 

to save them from getting assassinated from the agents of The Matrix 

This could be a safety mechanism , a part of Tate’s plan .

They always had a good relationship with the Romanian Government .",0,"Plot twist : The Romanian Government put the Tates in jail for Human Trafficking 

to save them from getting assassinated from the agents of The Matrix 

This could be a safety mechanism , a part of Tate’s plan .

They always had a good relationship with the Romanian Government .",plot twist romanian government state jail human trafficking save getting assassinate agent matrix safety mechanism tate plan good relationship romanian government
233356,you have pet the cat,0,you have pet the cat,pet cat
233357,Suns move to round 2 of the playoffs but the Titans traded AJ Brown so idk if I should celebrate or drown myself,0,Suns move to round 2 of the playoffs but the Titans traded AJ Brown so idk if I should celebrate or drown myself,sun round playoff titans trade brown not know celebrate drown
233358,Today would be a great day to fire Dino Babers!,0,Today would be a great day to fire Dino Babers!,today great day fire dino babe
233359,Great coaching from South Carolina/incredible read by that defender. Running a fake block into a route is a staple of Brian Kelly’s offense and the defender read it PERFECTLY.,0,Great coaching from South Carolina/incredible read by that defender. Running a fake block into a route is a staple of Brian Kelly’s offense and the defender read it PERFECTLY.,great coaching south carolina incredible read defender run fake block route staple brian kelly offence defender read perfectly
233360,Trans Protestor CONFRONTS Walsh; See What Happens Next https://t.co/OshEZvmUpk via @YouTube,0,Trans Protestor CONFRONTS Walsh; See What Happens Next https://t.co/OshEZvmUpk via @YouTube,trans protestor confront walsh happen youtube
233361,Just posted a photo https://t.co/u28dpoNhs3,0,Just posted a photo https://t.co/u28dpoNhs3,post photo
233362,If the rumors are true give me all of this https://t.co/R8zTb8VRyW,0,If the rumors are true give me all of this https://t.co/R8zTb8VRyW,rumour true
233363,Actually gutted for Simms yano,0,Actually gutted for Simms yano,actually gutte sim yang
