,text,class,summary,cleaned
190401,I just can t deal with life anymoreI ve been thinking about suicide fora long while now  I just can t deal with my life anymore  I ve never been treated right even once  I just can t handle it anymore,1,I just can t deal with life anymoreI ve been thinking about suicide fora long while now  I just can t deal with my life anymore  I ve never been treated right even once  I just can t handle it anymore,deal life anymore think suicide fora long deal life anymore treat right handle anymore
190402,Least Painful Place to cut,1,Least Painful Place to cut,painful place cut
190403,Help meI want it to end   This emotional roller coaster   I want it to end   I want my life to end   I am to the point where I just dont care any more  I can t fucking stand it   I have no motivation to fix myself   not any more at least   I have no will   No power   Nothing  I sabatoge myself and I am beyond repair    When I meet a new person  I fuck it up each time   Especially with the people who invite me to open up   They aren t opening up a flood gate to a mere river  they open the Hoover dam of emotions   I tell them thise and they say its ok   Then   I am eventually ignored   I m so fuckin naive   I take people assuming every one is being fucking honest   They can t handle me   I want to do what I can to end it all   Just fucking END IT   I CAN T STAND IT   I can t STAND THIS PAIN    When I am gone   Fuck it  I ll leave a legacy of pain   I don t care any more   No   I do care   BUt the pain is too much  Its just too goddamn much  I haven t cut much in the past  but its feeling like a good God damn idea righ tnow   Help me   Some one help me   I m unable to help myself now   I ve tried so hard  I fear I have become a hopeless waste of time  Please God  Help me,1,I want my life to end. I have no motivation to fix myself. I am beyond repair. I haven't cut much in the past but it's feeling like a good idea now. I fear I have become a hopeless waste of time. ,want life end no motivation fix repair not cut past feel like good idea fear hopeless waste time
190404,Almost giving up  I know if i die my mom and my grandma will be sad   But I dont think i have any other alternative because i dont have a future and a hope  Iam a big loser genetic mess and a burden i think suicide is the only way out,1,Almost giving up  I know if i die my mom and my grandma will be sad   But I dont think i have any other alternative because i dont have a future and a hope  Iam a big loser genetic mess and a burden i think suicide is the only way out,give know die mon grandma sad not think alternative not future hope big loser genetic mess burden think suicide way
190405,Me and my friend want to dieour families are garbage  and emotionally and physically abusive  we have everything planned  our dads have diabetes and we are going to overdose on their insulin pills on Jan,1,Me and my friend want to dieour families are garbage  and emotionally and physically abusive  we have everything planned  our dads have diabetes and we are going to overdose on their insulin pills on Jan,friend want die family garbage emotionally physically abusive plan dad diabete go overdose insulin pill jan
190406,How the hell do I have   karma How did I think up posts that people liked  I suck,0,How the hell do I have   karma How did I think up posts that people liked  I suck,hell karma think post people like suck
190407,It s my year in this sub  I turned   I feel like all we want to do when we are young is grow up  but there comes an age where all you want to do is grow down   I know that sounded cheesy  but I really wish I could stay this young  just for a bit longer  I feel like I ve missed out on so much,0,It s my year in this sub  I turned   I feel like all we want to do when we are young is grow up  but there comes an age where all you want to do is grow down   I know that sounded cheesy  but I really wish I could stay this young  just for a bit longer  I feel like I ve missed out on so much,year sub turn feel like want young grow come age want grow know sound cheesy wish stay young bit long feel like miss
190408,Lmfaooo karma really is a bitch and I think I m chest deep in shit So like the immature person I am  i was showing gay porn to my friends while calling on houseparty  One of my friends had houseparty on their tv and their parents were home upstairs so me and my other friends thought it d be funny to blast loud porn so the speakers would make it loud enough for the parents to hear too probably  I was enjoying it so much that the idea of my parents could hear it too a couple rooms over  I overheard my mom asking one of my siblings who I was calling so I know for sure that they heard me lol  Ya know I m laughing over text saying lol and lmfaoo but I m actually terrified at the thought of having to be confronted ab this,0,I was showing gay porn to my friends while calling on a houseparty and their parents were upstairs. I overheard their mother asking one of my siblings who I was calling so I know for sure that they heard me. I am terrified at the thought of having to be confronted about it.,show gay porn friend call house party parent upstairs overhear mother ask sibling call know sure hear terrify thought have confront
190409,im a simp for british accents that s it  especially for the yorkshire accent  people with this one can run me over with a car shit it s late i gotta go sleep,0,im a simp for british accents that s it  especially for the yorkshire accent  people with this one can run me over with a car shit it s late i gotta go sleep,simp british accent especially yorkshire accent people run car shit late get sleep
190410,I ve ultimately decided I shouldn t be with her If you ve seen some of my previous posts then you d know what I m talking about  If not then I ll give you a bit of a rundown Basically there is a girl  let s call her A  and I thought I liked her  She had recently broken up with this guy and it was a rough break up so I thought I d give her some time  Turns out she wanted to go out with a   year old  she and I are both   Some may not see that as a problem but where I live there s only one reason a   year old would date a girl that young and it s not a good one I will still try and steer her away from dating the guy but I can t keep chasing after her anymore  I know she needs someone but she needs a friend  She struggles with self destructiveness and it wouldn t be healthy to try to date her when she s so desperate  I ll be there for her but I just can t keep chasing her  for lack of better terminology Plus I m kinda glad cause after I made this decision I realized I kinda started feeling things for another girl  I feel kinda shitty for that but the heart wants I guess   I might make a move but sometime later cause some guy did the classic fuck and fuck off  Imma hang out with her soon so we ll see how that goes In the meantime tho I will do everything and anything in my power to keep A away from dating that scumbag pedo,0,A broke up with her boyfriend. She wanted to go out with a year old boy. He doesn't want to be with her anymore. He wants to hang out with her soon. He will try to keep her away from dating the boy.,break boyfriend want year old boy not want anymore want hang soon try away date boy
