,text,class,summary,cleaned
226351,Hi Mike do you think da Rain Jizz will go 16-0 in da playoffs? I'll hang myself,0,Hi Mike do you think da Rain Jizz will go 16-0 in da playoffs? I'll hang myself,hi mike think rain jazz playoff hang
226352,Demon 2 some angel 2 others,0,Demon 2 some angel 2 others,demon angel
226353,I hope I get hit by a bus today it would be very welcome https://t.co/OW8QEx7Pu9,0,I hope I get hit by a bus today it would be very welcome https://t.co/OW8QEx7Pu9,hope hit bus today welcome
226354,Buhari to sign 2023 budget Tuesday–Senate President - https://t.co/HGbfcbqjML https://t.co/oMjMGvQphV,0,Buhari to sign 2023 budget Tuesday–Senate President - https://t.co/HGbfcbqjML https://t.co/oMjMGvQphV,bihari sign budget tuesday senate president
226355,2 people followed me // automatically checked by https://t.co/KbctTdEVyy,0,2 people followed me // automatically checked by https://t.co/KbctTdEVyy,people follow automatically check
226356,I hope I don't make it past 21,1,I hope I don't make it past 21,hope not past
226357,how to kill myself with 1 quick step google search,1,how to kill myself with 1 quick step google search,kill quick step google search
226358,"As you tune in to the Dec 31st service with Pastor Chris, there will be a unity of vision with you and the Lord
#Enter2023withPastorChris
#Celebrating10YearsofFALA https://t.co/AQfyDABolU",0,"As you tune in to the Dec 31st service with Pastor Chris, there will be a unity of vision with you and the Lord
#Enter2023withPastorChris
#Celebrating10YearsofFALA https://t.co/AQfyDABolU",tune dec st service pastor chris unity vision lord enter wither torch celebrate year offal
226359,Thank you all for sticking with me through all of the ups &amp; downs with my body/health. It’s so easy for my brain to convince me that I’m a burden to everyone around me... but I’m working on that. I have a lot to give even if I’m tired. My worth is so much more.,1,Thank you all for sticking with me through all of the ups &amp; downs with my body/health. It’s so easy for my brain to convince me that I’m a burden to everyone around me... but I’m working on that. I have a lot to give even if I’m tired. My worth is so much more.,thank stick up amp down body health easy brain convince burden work lot tired worth
226360,THAT WAS A HUUUUUUUUGEEEE 😳🤙🐔🔥,0,THAT WAS A HUUUUUUUUGEEEE 😳🤙🐔🔥,huge
226361,3 people followed me // automatically checked by https://t.co/XptvsbgK2h,0,3 people followed me // automatically checked by https://t.co/XptvsbgK2h,people follow automatically check
226362,Where's Ellen? https://t.co/8aQXaDXWKw,0,Where's Ellen? https://t.co/8aQXaDXWKw,ellen
226363,"end my suffering
it's just not worth living any more",1,"end my suffering
it's just not worth living any more",end suffering not worth live
226364,"If Zac Taylor wins Coach of the Year, I might hang myself.",0,"If Zac Taylor wins Coach of the Year, I might hang myself.",mac taylor win coach year hang
226365,My FAV looks of Duchess Meghan over 2022!! (Pic credit to creator) https://t.co/lSBvQvnMwz via @YouTube https://t.co/pBVms0x9By,0,My FAV looks of Duchess Meghan over 2022!! (Pic credit to creator) https://t.co/lSBvQvnMwz via @YouTube https://t.co/pBVms0x9By,fax look duchess meghan pic credit creator youtube
226366,when was the last time you been in a real relationship?,0,when was the last time you been in a real relationship?,time real relationship
226367,Having two baby daddies make me wanna hang myself 😭 I’m never ever ever ever having anymore kids,0,Having two baby daddies make me wanna hang myself 😭 I’m never ever ever ever having anymore kids,have baby daddy want hang have anymore kid
226368,"I want to post ""the creation of the USSR was bad"" without any context but that's a bad idea so instead I'll just vaguely explain that Stalin implementing the USSR according to his own vision despite losing the debate was one of the earliest important victories of the bureaucracy.",0,"I want to post ""the creation of the USSR was bad"" without any context but that's a bad idea so instead I'll just vaguely explain that Stalin implementing the USSR according to his own vision despite losing the debate was one of the earliest important victories of the bureaucracy.",want post creation user bad context bad idea instead vaguely explain stalin implement user accord vision despite lose debate early important victory bureaucracy
226369,bro im being snowflake in object global n the challenge is to survive in the oven wtf,0,bro im being snowflake in object global n the challenge is to survive in the oven wtf,bro snowflake object global challenge survive oven whf
226370,I’m here #vegasbaby #49ers #FTTB https://t.co/TOGXDrTmRJ,0,I’m here #vegasbaby #49ers #FTTB https://t.co/TOGXDrTmRJ,vegas baby re feb
226371,I’d rather slit my throat and and my slit wrists then work with certain people again,0,I’d rather slit my throat and and my slit wrists then work with certain people again,slit throat slit wrist work certain people
226372,"Hey @dru, help me out.!",0,"Hey @dru, help me out.!",hey drug help
226373,Kenny covers tomorrow,0,Kenny covers tomorrow,kenny cover tomorrow
226374,"tw: suicide, self harm 
i have not fully processed the fact that i not only relapsed, but i also tried to end my life last Saturday",1,"tw: suicide, self harm 
i have not fully processed the fact that i not only relapsed, but i also tried to end my life last Saturday",suicide self harm not fully process fact not relapse try end life saturday
226375,"too bad that the subtitles wasn't to make it out in time, and some of the minimal part too(you will know what I'm talking when watching the [censored])

I want to be un[censored] real bad soon lol

But at least the important parts are mostly done, So I could proudly share it out!",0,"too bad that the subtitles wasn't to make it out in time, and some of the minimal part too(you will know what I'm talking when watching the [censored])

I want to be un[censored] real bad soon lol

But at least the important parts are mostly done, So I could proudly share it out!",bad subtitle not time minimal know talk watch censor want uncensored real bad soon low important part proudly share
226376,"Forex Reserves Down For Second Consecutive Week To $562.81 Billion, Shows RBI Data
https://t.co/YeQpD1k5vd",0,"Forex Reserves Down For Second Consecutive Week To $562.81 Billion, Shows RBI Data
https://t.co/YeQpD1k5vd",fore reserve second consecutive week show rib data
226377,"Aquarian Drumheads SX-B Studio-X Tom Pack 12, 13, 16-inch Z9A8EWO

https://t.co/qQSAYBQSJy https://t.co/2ex9ZImuIf",0,"Aquarian Drumheads SX-B Studio-X Tom Pack 12, 13, 16-inch Z9A8EWO

https://t.co/qQSAYBQSJy https://t.co/2ex9ZImuIf",aquarian drumhead sub studio tom pack inch
226378,"Tw:suicide 

I’m scared I think my uncle told my dad I’m feeling suicidal 😭 https://t.co/RnGf1yXbpr",1,"Tw:suicide 

I’m scared I think my uncle told my dad I’m feeling suicidal 😭 https://t.co/RnGf1yXbpr",suicide scared think uncle tell dad feel suicidal
226379,she SLID on this https://t.co/dSx2tqqVrf,0,she SLID on this https://t.co/dSx2tqqVrf,slide
226380,me duele,0,me duele,duel
226381,3 people followed me // automatically checked by https://t.co/riua5FmgWs,0,3 people followed me // automatically checked by https://t.co/riua5FmgWs,people follow automatically check
226382,IM GONNA MAKE U SWEAT MY HIP IS LIKE A WAGON!!!,0,IM GONNA MAKE U SWEAT MY HIP IS LIKE A WAGON!!!,go sweat hip like wagon
226383,Stream in 15 mins i'm actually so nervous LMAO i love this game so much i hope i don't make it look like shit,0,Stream in 15 mins i'm actually so nervous LMAO i love this game so much i hope i don't make it look like shit,stream mind actually nervous lao love game hope not look like shit
226384,Staying asleep is not an option when looking the other way only shows more and more the chinks in the curtain 😎,0,Staying asleep is not an option when looking the other way only shows more and more the chinks in the curtain 😎,stay asleep not option look way show chink curtain
226385,Just posted a photo https://t.co/BHvlAgk6Ck,0,Just posted a photo https://t.co/BHvlAgk6Ck,post photo
226386,"Sometimes I wish I could just vanish from this planet for real, I’m done with all this",1,"Sometimes I wish I could just vanish from this planet for real, I’m done with all this",wish vanish planet real
226387,#riptide. Channel 5; you should be ashamed of yourselves. I want to have words for this staggeringly appalling piece; but it transcends description. My faculties are abused.,0,#riptide. Channel 5; you should be ashamed of yourselves. I want to have words for this staggeringly appalling piece; but it transcends description. My faculties are abused.,riptide channel ashamed want word staggeringly appalling piece transcend description faculty abuse
226388,"tw // suicide/death mention

my sister just 
I am not looking forward to college... Morgan (one of her roommates) is going to make me fucking kill myself... I will jump into the Hudson (her college is in NY)

i cant explain the laugh i let out my god",1,"tw // suicide/death mention

my sister just 
I am not looking forward to college... Morgan (one of her roommates) is going to make me fucking kill myself... I will jump into the Hudson (her college is in NY)

i cant explain the laugh i let out my god",suicide death mention sister not look forward college morgan roommate go fucking kill jump hudson college not explain laugh let god
226389,Mad how an opposition player scored two own goals and Chamberlain was still probably the worst player on the pitch,0,Mad how an opposition player scored two own goals and Chamberlain was still probably the worst player on the pitch,mad opposition player score goal chamberlain probably bad player pitch
226390,"Dear Santa, for Christmas, I want to vanish from existence",1,"Dear Santa, for Christmas, I want to vanish from existence",dear santa christmas want vanish existence
226391,"Fundy! Smell me, describe it.",0,"Fundy! Smell me, describe it.",fundy smell describe
226392,📷 100 posts! https://t.co/8o0tQz1uUg,0,📷 100 posts! https://t.co/8o0tQz1uUg,post
226393,Not even a single soul who played with me ended up in a better situation,0,Not even a single soul who played with me ended up in a better situation,not single soul play end well situation
226394,"I am so incredibly honoured and stoked to own @NatalieShau work “Dancing in my despair” 😍🥹🙏🏻 she was my secret goddess for @NFTGoddesses Secret Goddess évent and I’m blown away. 

It is perfect, been a huge fan of Natalie’s work for so long, I’m so happy ❤️ thank you babe! 🖤 https://t.co/HSHYLVqX9v",0,"I am so incredibly honoured and stoked to own @NatalieShau work “Dancing in my despair” 😍🥹🙏🏻 she was my secret goddess for @NFTGoddesses Secret Goddess évent and I’m blown away. 

It is perfect, been a huge fan of Natalie’s work for so long, I’m so happy ❤️ thank you babe! 🖤 https://t.co/HSHYLVqX9v",incredibly honour stoke natalie work dance despair secret goddess goddess secret goddess event blow away perfect huge fan natalie work long happy thank babe
226395,Playing games that aren't popular on this platform. (And some that are) https://t.co/fYqv2p0hmZ,0,Playing games that aren't popular on this platform. (And some that are) https://t.co/fYqv2p0hmZ,play game not popular platform
226396,im gonna kill myself tonight,1,im gonna kill myself tonight,go kill tonight
226397,"Barely do nothing today but I'm emotionally tired. Haihhh some days so hard, some days I wish I didn't exist. Like I'm alive  but dying at the same time",1,"Barely do nothing today but I'm emotionally tired. Haihhh some days so hard, some days I wish I didn't exist. Like I'm alive  but dying at the same time",barely today emotionally tired high day hard day wish not exist like alive die time
226398,HAPPY BIRTHDAY HUBBYYYYY I LOVE YOU SO MUCH 🥹🥺🧡🧡🧡🧡🧡 https://t.co/GGVzBU4tPR,0,HAPPY BIRTHDAY HUBBYYYYY I LOVE YOU SO MUCH 🥹🥺🧡🧡🧡🧡🧡 https://t.co/GGVzBU4tPR,happy birthday hubby love
226399,Where are you from? ✨THE YONI✨  #toohottohandle,0,Where are you from? ✨THE YONI✨  #toohottohandle,yoni toot handle
226400,GAMECOCKS 🐔🐔🐔🐔,0,GAMECOCKS 🐔🐔🐔🐔,gamecock
