,text,class,summary,cleaned
71100,I need help  My life is picture perfect and I just want it to end Good morning  I ve thought of writing posts on this sub since I was around   creating and deleting post time and time again  but here goes nothing  I m a   year old sophomore in college that has everything going for him  I wasn t abused or had any traumatic childhood crap  I ve had a couple of long lasting relationships  and a handful of quick ones  I come from a   background  have a loving family  and have no problems physically or with my appearance  I m very blessed  This is probably part of why I feel so guilty for my depression and wanting to kill myself For the last third of my life or so I ve pretty much constantly suffered from depression  I simply don t have the motivation to live  The only thing that I believe has kept me from killing myself is probably my sister  Every time I imagine the relief of not having to wake up ever again  I picture what it d be like for her  We are very close  I grew up learning that I need to protect her  And it d crush her heart if I went through with things I often think of the consequences of my potential actions  On one hand  I ll be dead  so I won t give a damn  On the other hand  I picture my loving parents and sibling and what they d have to deal with  Normally that picture is enough to stay strong  but lately I ve just been starting to think  fuck it  I m not sure what to do  I ve gone to therapy for years  Tried   different medications  ranging from anti depressants to anti anxiety to adderall  Nothing really numbs the dull  constant  comfortable ache  I don t have the motivation to go to class  I barely have the will to feed myself   Putting up my strong front in front of friends and family is becoming more difficult  I feel hopeful that one day I ll be hit with a car and die on collision  That way my family would take solace in that it wasn t me who pulled the trigger  Anyways  Hopefully I didn t sound like too much of an ingrate  Thanks for reading,1,A sophomore in college suffers from depression and wants to kill himself. His sister is the only thing that keeps him from killing himself. He hopes to be hit by a car and die on collision so that his family will take solace in that he didn't pull the trigger.,sophomore college suffer depression want kill sister thing keep kill hope hit car die collision family solace not pull trigger
71101,You ever be having a fire ASS dream but someone wakes you up for the absolute dumbest thing   Hehe   rip to those sweat dreams,0,You ever be having a fire ASS dream but someone wakes you up for the absolute dumbest thing   Hehe   rip to those sweat dreams,have fire ass dream wake absolute dumbest thing rip sweat dream
71102,I need help  That s it  What are you still doing here  Go watch memes or porn  idc,0,I need help  That s it  What are you still doing here  Go watch memes or porn  idc,need help watch meme porn d
71103,Life is a messMy family seems happy  parents still married and in love after   years  little brother and sister bother happily married with families of their own and they all have good jobs  a comfortable life etc My life on the other hand  is a complete mess  depression and bpd crippled me for years  At   I remember asking my mom why i felt sad all the time and felt like dying  I think of suicide often since then  im in my  s now  I dont have a job at the moment or hard to hold on jobs because some days i just cannot function  I hurt my friends with my erratic behavior  I look at my siblings and wonder if i would be in a good place just like them if i didnt have depression  Im so glad my family dont show any signs of mental illness unlike me Im giving my   year old dog to the shelter in   weeks  because i cant afford my rent anymore and have to move to my parents  my boyfriend will probably leave me because he wants to travel around the world and i cannot afford to follow him After i give my dog to the shelter i plan to kill myself but make it look like an accident so i dont hurt my family too much  Im an organ donor so some other people who really do want to live will benefit from my death I hate myself  I hate that i didnt know about my mental illness until too late and how i let it destroy me  I hate that i cant give the people i love the best and make them happy  I hate that i have to give my dog away but he deserves a better life than having to deal with a shit owner who cant get her life together,1,"For years depression and bpd crippled me. I don't have a job, I can't afford my rent and I have to move to my parents. I will give my dog to the shelter in weeks. After that, I will kill myself. ",year depression bad cripple not job not afford rent parent dog shelter week kill
71104,I and all I care about are so fuckedDue to my bad brain,1,I and all I care about are so fuckedDue to my bad brain,care fuck bad brain
71105,I haven t been this bored in months I wanna draw hot monster gurls but cant get motivated  I wanna watch youtube but I cant find anything interesting   This isn t poggers if you ask me,0,I haven t been this bored in months I wanna draw hot monster gurls but cant get motivated  I wanna watch youtube but I cant find anything interesting   This isn t poggers if you ask me,haven bored month want draw hot monster girl not motivate want watch youtube not find interesting logger ask
71106,How do you know when you are ready for a relationship   As a   yo straight female  I have never been in a relationship before and I don t know when I ll be ready for one  Guys have asked me out in the past but I have always declined out of fear  How will I know when I m ready and is there anything I need to do to get ready for it Like I really want for someone to care about me like that but I m also scared of the thought of it,0,"As a straight female, she doesn't know when she's ready for a relationship. She's never been in a relationship before and she's scared of the thought of it. She wants to know what she needs to do to get ready for it.",straight female not know ready relationship relationship scared thought want know need ready
71107,I m killing myself tonight  No one is talking me out of it I m only posting because I need to tell someone  I don t have friends and my family hates me  I ve fucked up my life beyond repair  I m only   but its obvious I ll never be successful  I work a minimum wage job with no college degree because I m a dumbass  I fuck prostitutes because no one else will even talk to me  Success is the only thing that matters to me and without it my life will never be worth living  I m going to buy a ton of vodka  and drink as much as I can with the express intention of killing myself  No one will miss me when I m gone  High school was the best years of my life  and once it ended and I dropped out of college life ceased to have meaning  I would not be doing this if I had a girlfriend but women as a whole gave deemed me to ugly to fuck  Goodbye cruel world  I hate you as much as you hate me,1,I'm going to kill myself tonight. I don't have any friends and my family hates me. I work a minimum wage job with no college degree and I sleep with prostitutes. I would be better off if I had a girlfriend but women don't like him.,go kill tonight not friend family hate work minimum wage job no college degree sleep prostitute well girlfriend woman not like
71108,Honestly if any one asked me out rn it would be epic But nah I ve talked to alot of people no luck lol,0,Honestly if any one asked me out rn it would be epic But nah I ve talked to alot of people no luck lol,honestly ask right epic nah talk lot people no luck low
71109,Girl do you move faster than light   cuz time stops when i look at you  lt   amp x B gt this is a big brain one lt,0,Girl do you move faster than light   cuz time stops when i look at you  lt   amp x B gt this is a big brain one lt,girl fast light cut time stop look amp big brain
