,text,class,summary,cleaned
230501,multiplepants: Guys We Need More Ninjago Memes https://t.co/I4qnSwIe5Y,0,multiplepants: Guys We Need More Ninjago Memes https://t.co/I4qnSwIe5Y,multiple pant guy need ninja meme
230502,Check out PrizePicks - Daily Fantasy Made Easy. Use my personal link to get a 100% deposit match up to $100. https://t.co/V3iyMR6bvB,0,Check out PrizePicks - Daily Fantasy Made Easy. Use my personal link to get a 100% deposit match up to $100. https://t.co/V3iyMR6bvB,check prize pick daily fantasy easy use personal link deposit match
230503,Oke agak telat tapi makasih XH aku mulai ketagihan i could dROWN MYSELF IN SOMEONE LIKE YOUUUU I COULD DIVE SO DEEP I NEVER COME OUT,0,Oke agak telat tapi makasih XH aku mulai ketagihan i could dROWN MYSELF IN SOMEONE LIKE YOUUUU I COULD DIVE SO DEEP I NEVER COME OUT,oke aga teat tape make haku multi taiwan drown like dive deep come
230504,Just wanna be 15 again skipping school to get on a 4 hour to train just to sit at a castle listening to Lana del rey and thinking about everyone that sat there before me and how insignificant everything was,0,Just wanna be 15 again skipping school to get on a 4 hour to train just to sit at a castle listening to Lana del rey and thinking about everyone that sat there before me and how insignificant everything was,want skip school hour train sit castle listen lana del think sit insignificant
230505,"A famous writer in a small town, needs to solve the horrific mystery that took place a year ago. Promotional link: https://t.co/oLjQHjKlzm and https://t.co/mvhePCsDkj 
📣 @eBookLingo
#writers #stories #freelancers #Selfpublish #writing #writerslife #amwriting #ebooks",0,"A famous writer in a small town, needs to solve the horrific mystery that took place a year ago. Promotional link: https://t.co/oLjQHjKlzm and https://t.co/mvhePCsDkj 
📣 @eBookLingo
#writers #stories #freelancers #Selfpublish #writing #writerslife #amwriting #ebooks",famous writer small town need solve horrific mystery take place year ago promotional link book lingo writer story freelancer self publish writing writer life write book
230506,I went to McDonald’s today and got told by the cashier that I have a very pleasant energy about me and I’m just feeling happy about that right now,0,I went to McDonald’s today and got told by the cashier that I have a very pleasant energy about me and I’m just feeling happy about that right now,go mcdonald today got tell cashier pleasant energy feel happy right
230507,... The Guns of Brixton (Remastered) by The Clash 🔥 Listen now on #Deezer https://t.co/52g2iPEaU9,0,... The Guns of Brixton (Remastered) by The Clash 🔥 Listen now on #Deezer https://t.co/52g2iPEaU9,gun briton remastere clash listen deep
230508,"All the faces melt into the wall... And the paint, I think, begins to laugh. I'm just a piece of living, breathing, furniture.",0,"All the faces melt into the wall... And the paint, I think, begins to laugh. I'm just a piece of living, breathing, furniture.",face melt wall paint think begin laugh piece live breathing furniture
230509,first day working on a sunday wish i didn’t exist ☹️,0,first day working on a sunday wish i didn’t exist ☹️,day work sunday wish not exist
230510,10 Most Devastating Moves Of Becky Lynch's WWE Career https://t.co/UpdwXTlTdH https://t.co/8TxtRLiuBE,0,10 Most Devastating Moves Of Becky Lynch's WWE Career https://t.co/UpdwXTlTdH https://t.co/8TxtRLiuBE,devastating move becky lynch career
230511,i was thrown into this life against my will and not in a iwannadye way but i wish i didn't exist ??? like so tru life is bful sm to look forward to but i didn't ask for that or the suffering EITHER i wanna be FREED i,1,i was thrown into this life against my will and not in a iwannadye way but i wish i didn't exist ??? like so tru life is bful sm to look forward to but i didn't ask for that or the suffering EITHER i wanna be FREED i,throw life not wanna dye way wish not exist like try life bul look forward not ask suffering want free
230512,whats the worst color ever and why is it yellow,0,whats the worst color ever and why is it yellow,bad color yellow
230513,good morning,0,good morning,good morning
230514,fr a down bitch,0,fr a down bitch,bitch
230515,hmmm I wish I was never born lolz,1,hmmm I wish I was never born lolz,hmm wish bear lola
230516,"TW : suicide mention

I could probably say I want to end it all and no one would check on me.",1,"TW : suicide mention

I could probably say I want to end it all and no one would check on me.",suicide mention probably want end no check
230517,"Last day of work of 2022 done. May God almighty help protect all our good people out there, including ya'll Twitter friends. Get home safely, chill with the fam, and play some games!",0,"Last day of work of 2022 done. May God almighty help protect all our good people out there, including ya'll Twitter friends. Get home safely, chill with the fam, and play some games!",day work god almighty help protect good people include twitter friend home safely chill fam play game
230518,The Gator bowl has been amazing,0,The Gator bowl has been amazing,gator bowl amazing
230519,I sent my mom with some of my handmade earrings because she wanted to sell them at her party. She called me asking what’s the lowest I’ll accept for them because the guests are cheap. I said the price I told her originally. https://t.co/DVGdhlcuq0,0,I sent my mom with some of my handmade earrings because she wanted to sell them at her party. She called me asking what’s the lowest I’ll accept for them because the guests are cheap. I said the price I told her originally. https://t.co/DVGdhlcuq0,send mon handmade earring want sell party call ask low accept guest cheap say price tell originally
230520,don’t come here looking for nb mommy you won’t find it here 🙂,0,don’t come here looking for nb mommy you won’t find it here 🙂,not come look no mommy not find
230521,I love spending $$$,0,I love spending $$$,love spend
230522,don’t mind me im just chilling to find ways how to kms this instant https://t.co/MRC28l5tf4,1,don’t mind me im just chilling to find ways how to kms this instant https://t.co/MRC28l5tf4,not mind chilling find way ems instant
230523,Gamecocks to the moon,0,Gamecocks to the moon,gamecock moon
230524,Holy Pick 6 by South Carolina!!!!!!! The WHOLE DAMN FIELD,0,Holy Pick 6 by South Carolina!!!!!!! The WHOLE DAMN FIELD,holy pick south carolina damn field
230525,"In my heart, I swear an oath. I will protect you, always...",0,"In my heart, I swear an oath. I will protect you, always...",heart swear oath protect
230526,Sometimes I wish I was never born 🥺,1,Sometimes I wish I was never born 🥺,wish bear
230527,kms tonight bro ending it imagine mf like me get no bro he’s mf like me but bless literally nobody gives a fuck 😍,1,kms tonight bro ending it imagine mf like me get no bro he’s mf like me but bless literally nobody gives a fuck 😍,ems tonight bro end imagine like no bro like bless literally give fuck
230528,"""Hello World"" 😎 GM☀️

🐳⁉️🤔

#whale
#鯨
#midjourney
#nijijourney
#aiartcommunity
#aiart https://t.co/IrF5IjG4tA",0,"""Hello World"" 😎 GM☀️

🐳⁉️🤔

#whale
#鯨
#midjourney
#nijijourney
#aiartcommunity
#aiart https://t.co/IrF5IjG4tA",hello world pm whale king mid journey fiji journey air community apart
230529,Omg Notre Dame lol,0,Omg Notre Dame lol,org not dame low
230530,"Holy shit.   And what’re you doing throwing the ball, ND?!",0,"Holy shit.   And what’re you doing throwing the ball, ND?!",holy shit throw ball
230531,aaaaa i've been looking forward to playing with them how can i fall asleep during their flight oh god please kill me 🥲,0,aaaaa i've been looking forward to playing with them how can i fall asleep during their flight oh god please kill me 🥲,look forward play fall asleep flight god kill
230532,my main goal is to blow up,0,my main goal is to blow up,main goal blow
230533,"This is amazing....  Poor @phil_hellmuth .   Miss #TheBigGame 

https://t.co/PZqotOwO6H

#poker #pokerstars #wsop",0,"This is amazing....  Poor @phil_hellmuth .   Miss #TheBigGame 

https://t.co/PZqotOwO6H

#poker #pokerstars #wsop",amazing poor phil helmut miss thebe game poker poker star sop
