,text,class,summary,cleaned
227851,"Despite Rising Violence Against Healthcare Workers, Legislative Fixes Have Stalled https://t.co/LlIISHqVR5",0,"Despite Rising Violence Against Healthcare Workers, Legislative Fixes Have Stalled https://t.co/LlIISHqVR5",despite rise violence healthcare worker legislative fix stall
227852,Damn I’m really I the mood to suck some dick,0,Damn I’m really I the mood to suck some dick,damn mood suck dick
227853,"Was #thunivu referenced in #valimai 🤔

Noticed this when watching valimai today. The picture on the wall looks 99% similar to AK in Thunivu. This happens during the scene where the leader is shown the first time

#thunivu
#valimai
#crossover
#cameo https://t.co/0dEnlXu79D",0,"Was #thunivu referenced in #valimai 🤔

Noticed this when watching valimai today. The picture on the wall looks 99% similar to AK in Thunivu. This happens during the scene where the leader is shown the first time

#thunivu
#valimai
#crossover
#cameo https://t.co/0dEnlXu79D",thun ivy reference val mai notice watch val mai today picture wall look similar thun ivy happen scene leader show time thun ivy val mai crossover cameo
227854,"This is making NFT’s fun again!  Congrats @TaiyoPilots  let’s break Lunar city 🌆 @Cazzekage 🫡🫡 

Ps: if you don’t like this you’re an enforcer https://t.co/ukTJwW58OC",0,"This is making NFT’s fun again!  Congrats @TaiyoPilots  let’s break Lunar city 🌆 @Cazzekage 🫡🫡 

Ps: if you don’t like this you’re an enforcer https://t.co/ukTJwW58OC",make not fun congrat tail pilot let break lunar city case page not like enforcer
227855,"Yesterday I found some old pictures of our baby Hải 
Pretty sure he was a crush of many girls in his highschool  
cre: LHP photography club
#DANGHONGHAI https://t.co/pmsvJrJNpS",0,"Yesterday I found some old pictures of our baby Hải 
Pretty sure he was a crush of many girls in his highschool  
cre: LHP photography club
#DANGHONGHAI https://t.co/pmsvJrJNpS",yesterday find old picture baby pretty sure crush girl high school lip photography club dang songhai
227856,"Ends with a sniff or a huff or injection 
I can’t handle rejection, stand my reflection 
 Damn, no one gets it",0,"Ends with a sniff or a huff or injection 
I can’t handle rejection, stand my reflection 
 Damn, no one gets it",end sniff huff injection not handle rejection stand reflection damn no get
227857,⁦@McCluerNorthHS⁩ hangs on after a late charge from ⁦@BasketballTriad⁩ to win the #pfholidayclassic Consolation Championship 45-44 https://t.co/I7lPcRBPbi,0,⁦@McCluerNorthHS⁩ hangs on after a late charge from ⁦@BasketballTriad⁩ to win the #pfholidayclassic Consolation Championship 45-44 https://t.co/I7lPcRBPbi,mcclure north hang late charge basketball triad win holiday classic consolation championship
227858,"Turn on the Taxslayer Gator Bowl NOW ! OMG, a 100 yard Pick Six by University of South Carolina.

Chants of USC USC ...no not that USC

Tied at 38 in the 4th !",0,"Turn on the Taxslayer Gator Bowl NOW ! OMG, a 100 yard Pick Six by University of South Carolina.

Chants of USC USC ...no not that USC

Tied at 38 in the 4th !",turn tax layer gator bowl org yard pick university south carolina chant no not tie
227859,#GenshinImpactLotteryEvent gl to everyone! :) https://t.co/BayWOA6LX1,0,#GenshinImpactLotteryEvent gl to everyone! :) https://t.co/BayWOA6LX1,genshinimpactlotteryevent
227860,Being the syrup on his sausage is insane😳,0,Being the syrup on his sausage is insane😳,syrup sausage insane
