,text,class,summary,cleaned
229501,"Uhm. So. I'm gonna be taking a bit of an off-day today. My depression hit hard last night and I didn't really sleep bc of it. I'm kinda shaken from it bc I've never had a uhh ""unalive myself"" thought before ever in my life and it was really minor but it spooked me, upset me and +",1,"Uhm. So. I'm gonna be taking a bit of an off-day today. My depression hit hard last night and I didn't really sleep bc of it. I'm kinda shaken from it bc I've never had a uhh ""unalive myself"" thought before ever in my life and it was really minor but it spooked me, upset me and +",hum go take bit day today depression hit hard night not sleep kind shake huh una live think life minor spook upset
229502,"I wish I was never born 
Going through this shit everyday 

I'm really tired",1,"I wish I was never born 
Going through this shit everyday 

I'm really tired",wish bear go shit everyday tired
229503,"If y’all watched the #EarlyEdge today ya know I had a date tonight. I had reservations at a nice steak house since we’ve been on a heater. 

Well she had to cancel last minute…..so y’all know I’m still dressing up and rocking this solo instead now 😂 

TURTLENECK TILL I DIE!! 🍻 https://t.co/vb2CFlinXf",0,"He had a date tonight, but she cancelled last minute, so he's dressing up and rocking this solo now. He's been on a heater since they've been on the heater.    #EarlyEdge.  #",date tonight cancel minute dress rock solo heater heater early edge
229504,Sorry for being so ia I had to move up a trip suddenly bc of I’ll family members and everything has been so stressful in the past couple weeks,0,Sorry for being so ia I had to move up a trip suddenly bc of I’ll family members and everything has been so stressful in the past couple weeks,sorry trip suddenly family member stressful past couple week
229505,"The lord provided me with what I sought; yet also blessed me with the perfect challenge for a 6'0"" male https://t.co/IAy2rpy1xK",0,"The lord provided me with what I sought; yet also blessed me with the perfect challenge for a 6'0"" male https://t.co/IAy2rpy1xK",lord provide seek bless perfect challenge male
229506,I badly want to end my life but I can't.,1,I badly want to end my life but I can't.,badly want end life not
229507,I am a graphic designer🙂,0,I am a graphic designer🙂,graphic designer
229508,The kid requested to watch The Sea Beast again for pizza &amp; movie night and it’s very possible that my husband and I were even more excited than her.,0,The kid requested to watch The Sea Beast again for pizza &amp; movie night and it’s very possible that my husband and I were even more excited than her.,kid request watch sea beast pizza amp movie night possible husband excited
229509,Don't neglect the signs!!,0,Don't neglect the signs!!,not neglect sign
229510,"I'm definitely going to get this shirt, but the back reads, ""I COULD EAT A PEACH FOR HOURS.""
Do you think that's too crass for work? (I'm a doctor) https://t.co/xbPkaAH88h",0,"I'm definitely going to get this shirt, but the back reads, ""I COULD EAT A PEACH FOR HOURS.""
Do you think that's too crass for work? (I'm a doctor) https://t.co/xbPkaAH88h",definitely go shirt read eat peach hour think crass work doctor
229511,"What resolutions are you making for the upcoming year? 
Take this time to consider a new goal for your small business that you can commit to for 2023. https://t.co/AnVaMT0Yyn",0,"What resolutions are you making for the upcoming year? 
Take this time to consider a new goal for your small business that you can commit to for 2023. https://t.co/AnVaMT0Yyn",resolution make upcoming year time consider new goal small business commit
229512,"Source: https://t.co/dcf3vrNnPv Strengthening Math Confidence for your girl, straight to your doorstep https://t.co/dJ8XVPiL5X",0,"Source: https://t.co/dcf3vrNnPv Strengthening Math Confidence for your girl, straight to your doorstep https://t.co/dJ8XVPiL5X",source strengthen match confidence girl straight doorstep
