,text,class,summary,cleaned
236601,"JFC

He really has young men behaving as though they are in a cult. Complete indoctrination. https://t.co/tlOSuGYg2z",0,"JFC

He really has young men behaving as though they are in a cult. Complete indoctrination. https://t.co/tlOSuGYg2z",pfc young man behave cult complete indoctrination
236602,I have grown. I've gone from thinking I'm a burden to throwing the burdens off of my own back. Not even depressive episodes can stop me anymore.,0,I have grown. I've gone from thinking I'm a burden to throwing the burdens off of my own back. Not even depressive episodes can stop me anymore.,grow go think burden throw burden not depressive episode stop anymore
236603,"I have these boxes of stuff to go to the thrift store, but idk who is gonna take them to my car.",0,"I have these boxes of stuff to go to the thrift store, but idk who is gonna take them to my car.",box stuff thrift store not know go car
236604,"Emily in Paris and winter , what’s better???💕💗💘💗💕💘",0,"Emily in Paris and winter , what’s better???💕💗💘💗💕💘",emily paris winter well
236605,JANUARY STARTS TOMORROW AND IT'S THE MONTH WHEN WE'RE GOING TO THE ROSE’S CONCERT WITH MARTA OMG,0,JANUARY STARTS TOMORROW AND IT'S THE MONTH WHEN WE'RE GOING TO THE ROSE’S CONCERT WITH MARTA OMG,january start tomorrow month go rose concert marta org
236606,tbh i might end up sewerslide this year because i am such a deeply dysfunctional person and there's no fixing it,1,tbh i might end up sewerslide this year because i am such a deeply dysfunctional person and there's no fixing it,honest end sewer slide year deeply dysfunctional person no fix
236607,"I bought a tablet from an official @Huawei store this december 9th, 2022 and one of the speakers doesn't work👎👎👎👎 DO NOT BUY any huawei products 💔 I tried to fix it with their support team and is more expensive fixing it than buying another one.",0,"I bought a tablet from an official @Huawei store this december 9th, 2022 and one of the speakers doesn't work👎👎👎👎 DO NOT BUY any huawei products 💔 I tried to fix it with their support team and is more expensive fixing it than buying another one.",buy tablet official hawed store december speaker not work not buy hawed product try fix support team expensive fix buy
236608,Just got these  in the mail!  Thank you @joshwrecks for the cool giveaway! https://t.co/d1UrC2Gicl,0,Just got these  in the mail!  Thank you @joshwrecks for the cool giveaway! https://t.co/d1UrC2Gicl,get mail thank josh wreck cool giveaway
236609,Notre Dame never has a good QB man😔,0,Notre Dame never has a good QB man😔,not dame good man
236610,HOW THE TURN TABLES HUH,0,HOW THE TURN TABLES HUH,turn table huh
