,text,class,summary,cleaned
220251,good to know you want to see how many more americans trump can impoverish kill in another 4 more years i rather not myself but i m not part of a cult that is mindlessly loyal to trump no matter what the fuck he does ,0,good to know you want to see how many more americans trump can impoverish kill in another 4 more years i rather not myself but i m not part of a cult that is mindlessly loyal to trump no matter what the fuck he does ,good know want american trump impoverish kill year not not cult mindlessly loyal trump no matter fuck
220252,or spiritual aesthetic appreciation for the reverse being uncomfortable on the edge anxious i knew requiem for a dream was a movie i liked for i wanted to kill myself right afterwards that s a great response i m sure someone has a medium post about how it gave them trauma,0,or spiritual aesthetic appreciation for the reverse being uncomfortable on the edge anxious i knew requiem for a dream was a movie i liked for i wanted to kill myself right afterwards that s a great response i m sure someone has a medium post about how it gave them trauma,spiritual aesthetic appreciation reverse uncomfortable edge anxious know requiem dream movie like want kill right great response sure medium post give trauma
220253,i d kill myself if i knew how to tie nooses,1,i d kill myself if i knew how to tie nooses,d kill know tie noose
220254,no like i m always shambles before it maybe i need to set myself up for more kills around 4th zone idk how tho,0,no like i m always shambles before it maybe i need to set myself up for more kills around 4th zone idk how tho,no like shamble maybe need set kill zone not know
220255,i told my mom how much i weighed and i lowballed it and she said my little girl is all grown up i m going to kill myself,0,i told my mom how much i weighed and i lowballed it and she said my little girl is all grown up i m going to kill myself,tell mon weigh low ball say little girl grow go kill
220256,you know that calculating meme that was my face while trying to figure out how to not kill anyone including myself after being raised here ,0,you know that calculating meme that was my face while trying to figure out how to not kill anyone including myself after being raised here ,know calculate meme face try figure not kill include raise
220257,i mean if i was gonna kill myself i d look up videos on how to tie a noose properly too i don t get your logic here ,0,i mean if i was gonna kill myself i d look up videos on how to tie a noose properly too i don t get your logic here ,mean go kill d look video tie noose properly don logic
220258, have attempted kill myself several times in the past it leave it open for me to attempt it again the last time i tried was a few months ago but before then i actually was right at the point of doing it i don t know how i stopped myself from doing it but it s a strange case,1, have attempted kill myself several times in the past it leave it open for me to attempt it again the last time i tried was a few months ago but before then i actually was right at the point of doing it i don t know how i stopped myself from doing it but it s a strange case,attempt kill time past leave open attempt time try month ago actually right point don know stop strange case
220259,one of these days i m going to accidentally kill myself from not knowing how house appliances and cleaners work,0,one of these days i m going to accidentally kill myself from not knowing how house appliances and cleaners work,day go accidentally kill not know house appliance cleaner work
220260,i hate it when people try to make me feel bad by telling me how mean i was after i had arowyn like sorry i had severe post partum depression and anxiety and i wanted to kill myself but i m sorry i hurt your feelings,0,i hate it when people try to make me feel bad by telling me how mean i was after i had arowyn like sorry i had severe post partum depression and anxiety and i wanted to kill myself but i m sorry i hurt your feelings,hate people try feel bad tell mean brown like sorry severe postpartum depression anxiety want kill sorry hurt feeling
220261,i want to kill myself honey but how are you ,0,i want to kill myself honey but how are you ,want kill honey
220262,people on ig taunt me to go kill myself some girls just dmd me saying any tips on how to feel comfortable with shit boobs mine are a bout the same size as yours maybe bigger but i m too scared to take pictures any tips xxx luv i fucking hate you:(,0,people on ig taunt me to go kill myself some girls just dmd me saying any tips on how to feel comfortable with shit boobs mine are a bout the same size as yours maybe bigger but i m too scared to take pictures any tips xxx luv i fucking hate you:(,people taunt kill girl say tip feel comfortable shit boob bout size maybe big scared picture tip xxx love fucking hate
220263,i feel you i enjoy the people this game brings around a lot and i enjoy playing it with them but having to play online with bad connections and other bs just kills me i need to figure out how to deal with the bs and stop beating myself up over it ,0,i feel you i enjoy the people this game brings around a lot and i enjoy playing it with them but having to play online with bad connections and other bs just kills me i need to figure out how to deal with the bs and stop beating myself up over it ,feel enjoy people game bring lot enjoy play have play online bad connection kill need figure deal stop beat
220264,how this caustic going to call me a noob because he got bad position and refused to get healed by my drone and never listened shit like i was doing the work myself and we fought a 3 and 4th party dying to the 5th party due rage leaves instantly when he sees my kills ,0,how this caustic going to call me a noob because he got bad position and refused to get healed by my drone and never listened shit like i was doing the work myself and we fought a 3 and 4th party dying to the 5th party due rage leaves instantly when he sees my kills ,caustic go noon get bad position refuse heal drone listen shit like work fight party die party rage leave instantly see kill
220265,idk how cops can just kill people and keep living their lives i don t think i d be able to murder an innocent human and still live with myself,0,idk how cops can just kill people and keep living their lives i don t think i d be able to murder an innocent human and still live with myself,not know cop kill people live life don think d able murder innocent human live
220266,noooooo you have to kill a dog and the owner will cry nooooooooooooo how will i keep playing i am literally shitting myself while crying for the massive burden this game has given me i can t recover anymore this experience has scarred me for life,0,noooooo you have to kill a dog and the owner will cry nooooooooooooo how will i keep playing i am literally shitting myself while crying for the massive burden this game has given me i can t recover anymore this experience has scarred me for life,not kill dog owner cry not play literally shit cry massive burden game give recover anymore experience scar life
