,text,class,summary,cleaned
24100,I feel like therapy and medication doesn t help I m in college and have been seeing a therapist on campus and taking medication regularly for about   months  Last night everyone I know went out to parties and I just ended up sleeping because that s all I seem to like anymore  Am I wasting my college years  It doesn t feel like anybody cares  and although I m doing all the  right  things  I m not feeling better  I m just not sure if it s all worth it anymore,1,I'm in college and have been seeing a therapist on campus and taking medication regularly for about months. Last night everyone went out to parties and I ended up sleeping because that's all I seem to like anymore. It doesn't feel like anybody cares. ,college see therapist campus take medication regularly month night go party end sleep like anymore not feel like anybody care
24101,i just want to be lovedtoday i asked if my boyfriend really loved me and he went quiet   im so done  i just really want to be loved right now  i know i shouldnt look to outside sources for happiness  but i just really need to be loved   i want to be proven wrong  that people really do love me  unconditionally if you see my last post  youll see that last night i wanted to die  i got through it though  i mainly just distracted myself with happy things like watching shows  or youtube videos   right now the pain is so unbearable  im sorry  ill try to make it through today  so dont worry haha,1,"Last night she wanted to die, but she got through it by distracting herself with happy things like watching shows or youtube videos. She will try to make it through today. She wants to be proven wrong that people do love her unconditionally.",night want die get distract happy thing like watch show youtube video try today want prove wrong people love unconditionally
24102,I ve been tryna make breakfast for the last hour I m no closer to eating breakfast than an hour ago I m so fucking useless god damn,0,I ve been tryna make breakfast for the last hour I m no closer to eating breakfast than an hour ago I m so fucking useless god damn,try breakfast hour no close eat breakfast hour ago fucking useless god damn
24103,Guys the imposter is red my friend told me                              cheater was not An Impostor    But fuck that guy,0,Guys the imposter is red my friend told me                              cheater was not An Impostor    But fuck that guy,guy imposter red friend tell cheater not impostor fuck guy
24104,I m diagnosed with OCD  For a couple of years I ve suspected to have OCD but I didn t want to visit a psychiatrist and just kinda went on with it  But a few days ago I finally decided to visit a psychaitrist  so I had an appointment today and yeah  I have OCD and now I have to take antidepressants  Yaaaaayy,0,"I have been diagnosed with OCD and I have to take antidepressants. I didn't want to go to a psychiatrist, but a few days ago I decided to visit a psychaitrist and he diagnosed me with OCD.   ",diagnose old antidepressant not want psychiatrist day ago decide visit psychiatrist diagnose old
24105,For those of you who need to hear this You are the most amazing man woman on this earth  you are a truly special one of a kind human  there is no one like you and the one thing that is humans are good at  it s being perfect at being ourselves  No one and I mean no one is as perfect as you at being you  You deserve everything good that comes to you and all bad things that come your way it s only a minor road block on your way to developing to become the best most perfect you possible and that is what you are amazing at  being yourself  I can not stress this enough you deserve everything that happens to you  and if you don t believe me then just think about it  what horrible things have you done truly horrid things have you done to deserve the ultimate punishment  Not only that but you matter the most out of everything on this sphere we call earth  you matter just as much as everyone else as we are all equals  Have a good day night whatever the fuck time it is for you TLDR Read the fucken post dipshits I m not putting a summary of something this short,0,"There is no one like you. You deserve everything good that comes to you and all bad things that come your way. You matter just as much as everyone else as we are all equals.    For those who need to hear it, read the post. ",no like deserve good come bad thing come way matter equal need hear read post
24106,I m so sick of this life I m not suicidal actually but I feel the void  I m Italian and I entered lockdown and this craziness when I was   now I m about to turn   and I m realizing that I ve literally thrown away   years of my life  It s like the people I knew have broken up inside during this period  I see my friends  they re all more depressed than before  Everyone shames us  younger generations  but actually it s not our fault if we want to live and we are forced to be in a almost prison like state  doing repetitive tasks everyday forced inside our homes  I m not shaming my government  I m not angry with anyone  but I want to live  I ve gotten into depression  I had some serious traumas and issues that I pushed out from my life and in this period they have returned back and are haunting me  I wake up every morning feeling like a shit because I can t focus anymore on study  my grades have fallen a bit  I wake up and I remember those things  and I m alone dealing with them  It s not about talking  it s about feeling the warmth of people who cared about me  My relationships have worsened little by little by then  When I went out it was like we all didn t know how to express love anymore  I can t feel anything  I m gonna be an aunt in some months and I couldn t even recognize that I should have been happy  I should have expressed it  I don t process express my feelings like I did in the past  I m overwhelmed by different emotions constantly and sometimes I have exaggerated reactions  like I cry for things I didn t cry for or I laugh for things I shouldn t laugh for  I m so tired of losing my sanity like this  I feel so alone and I can see that all my friends feel like this too  We re again forced inside and we younger people are the last on the vaccine list  Have a nice day and thanks for reading,0,I am Italian and I entered lockdown and I feel the void. I am depressed and I can't focus on study. I had some serious traumas and issues that I pushed out of my life and they are haunting me now. My friends are depressed too. ,italian enter lock feel void depressed not focus study trauma issue push life haunt friend depress
24107,I got an award on my last post  I got an award on my last post and I m super happy right now  I ve never gotten one before Anyway  thanks for listening to my award  rant,0,I got an award on my last post  I got an award on my last post and I m super happy right now  I ve never gotten one before Anyway  thanks for listening to my award  rant,get award post get award post super happy right get thank listen award rant
24108,Good by I am deeply disturbed and would like to leave so I bid you adew,0,Good by I am deeply disturbed and would like to leave so I bid you adew,good deeply disturbed like leave bid dew
24109,Close your eyes and bow your head I need a little sympathy Cause fear is strong and love s for everyone Who isn t me Kill your health and kill yourself And kill everything you love And if you live you can fall to pieces And suffer with my ghost Words to live and die by,1,Close your eyes and bow your head I need a little sympathy Cause fear is strong and love s for everyone Who isn t me Kill your health and kill yourself And kill everything you love And if you live you can fall to pieces And suffer with my ghost Words to live and die by,close eye bow head need little sympathy fear strong love kill health kill kill love live fall piece suffer ghost word live die
24110,I can t see the point of living anymore I ve made my decision now  I don t want to be talked out of it  I am an addict and have had mental issues for decades  at   I ve decided to end things  I don t know how exactly yet but when I find a   for sure method then I m gone  I just wanted to post this because once I m dead I want somebody to understand why I am   days sober and clear headed about my choice   My wife left me and it is my fault  I was emotionally distant and not able to be enough for our children  our babies that I have not been with since the beginning of October this year  I can t continue like this anymore  Olivia  Atticus  I love you so much and I hope your mother can find somebody to love you and support you the way I cannot I have no point to life not being under the same roof with my Angels  I cannot tolerate not seeing them grow and when they get home from school hearing about their days  being there to see how every morning is amazing and wonderful and new I am effectively homeless and broke  I have stopped therapy because it isn t helping anymore  my wife says she is happier without me  she says the children are happier without me  So there is no point in trying to go home to them anymore  she has filed for divorce and I can t take the pain of all of this anymore I am a failure  and as such I do not wish to live anymore,1,"Once I'm dead, I want somebody to understand why I am days sober and clear headed about my choice to end things with Olivia Atticus. My wife left me because I was emotionally distant and not able to be enough for their children. I am effectively homeless and broke.",dead want somebody understand day sober clear head choice end thing olivia attic wife leave emotionally distant not able child effectively homeless break
24111,This shit fire   This isn t for everyone tbh I think of peep when I listen to it I listened to this guy s last song and this song gave me a new vibe tell me what you guys think https soundcloud com ozrinn ozrin clipped wings prod andreonbeat,0,This shit fire   This isn t for everyone tbh I think of peep when I listen to it I listened to this guy s last song and this song gave me a new vibe tell me what you guys think https soundcloud com ozrinn ozrin clipped wings prod andreonbeat,shit fire honest think peep listen listen guy song song give new vibe tell guy think sound cloud com orion orrin clip wing prod andrew beat
24112,This is an attempt at karmawhoring Give me awards,0,This is an attempt at karmawhoring Give me awards,attempt karma whore award
24113,OLD  I am   right now  and I am writing a novel about my high school experience  which was rather unique  if anyone wants to read this WIP the link is down below  Seriously folks  I had one crazy ride through my teenage years    to be precise  and one I would like to share   https drive google com file d WyM FIFQ zvxcjcZ uamPRyhk G Iz view usp sharing https drive google com file d WyM FIFQ zvxcjcZ uamPRyhk G Iz view usp sharing If anyone is interested in reading it  I would really appreciate it,0,I am writing a novel about my high school experience. I would like to share it with anyone who is interested in reading it. The link is down below and the book is d WyM FIFQ zvxcjcZ uamPRyhk G Iz.,write novel high school experience like share interested read link book gym fife sex cock camp rock
24114,My teacher caught me jerking off to my crush in zoom class Fuck fuck fuck I can t believe it  Alright so today we re having class and my crush was looking like a straight up snack as usual  No one could see me from the waist down so I stared at her and started to jerk off  I was yanking it  I was cranking it the teacher s words were going in one ear and right out the other  Then my crush got up to get a cola out of her mini fridge  her fast ass was on display for everyone to see  I came so hard that it shot out of my dick like a surface to air missile  My thick sticky cum covered my Kill La Kill shirt  the whole class was staring  I knew they knew but I had to clean myself up  I thought I had covered the camera when I got up but the whole class saw my semi hard dick in all its four inches of glory  The teacher kicked me from the class and pmd me to let me know that I had been suspended indefinitely  Does anyone know if I can sue the school for discrimination,0,"My teacher caught me jerking off to my crush in zoom class. He kicked me out of the class and suspended me indefinitely. I don't know if I can sue the school for discrimination, because I was kicked out of class. ",teacher catch jerk crush zoom class kick class suspend indefinitely not know sue school discrimination kick class
24115,Seeing my mother slowly deteriorate is heart breaking My mother has been going through variety of treatments due to her cancer  She is such a wonderful women but seeing her mentally decline in front of me is heartbreaking She ll ask me the same question   times a day completely forgetting my original answer  But anytime I need help with cooking she ll always know how to help  She is so kind and I can t imagine losing her   Sorry if I don t respond right away ill be a bit busy,0,My mother has been going through variety of treatments due to her cancer. Seeing her mentally decline in front of me is heartbreaking. She will ask me the same question many times a day forgetting her original answer. Whenever I need help with cooking she will always know how to help.,mother go variety treatment cancer see mentally decline heartbreake ask question time day forget original answer need help cooking know help
