,text,class,summary,cleaned
227451,"I can’t tell if I do have recurrent depression or if I genuinely hate being alive. No matter how low I am, I can still bathe, eat, work etc. I honestly think that I was born like this and I need to learn how to get through each day without wanting to end my life.",1,"I can’t tell if I do have recurrent depression or if I genuinely hate being alive. No matter how low I am, I can still bathe, eat, work etc. I honestly think that I was born like this and I need to learn how to get through each day without wanting to end my life.",not tell recurrent depression genuinely hate alive no matter low bathe eat work etc honestly think bear like need learn day want end life
227452,@kemtry92 @Naija_PR He kept tell God how faithful he has been..how he has be helping the children of God telling God he doesn't want to die young and  so on...then the tax collector...the first word he said was ...lord forgive me for I'm a sinner...the prayed for forgiveness and worshiped God,0,@kemtry92 @Naija_PR He kept tell God how faithful he has been..how he has be helping the children of God telling God he doesn't want to die young and  so on...then the tax collector...the first word he said was ...lord forgive me for I'm a sinner...the prayed for forgiveness and worshiped God,memory naira keep tell god faithful help child god tell god not want die young tax collector word say lord forgive sinner pray forgiveness worship god
227453,wearing your heart on your sleeve is lame af. wear that shit in your socks,0,wearing your heart on your sleeve is lame af. wear that shit in your socks,wear heart sleeve lame wear shit sock
227454,im fiening for starbucks wtf have i become,0,im fiening for starbucks wtf have i become,fine starbuck whf
227455,i rly wish i didn’t exist,1,i rly wish i didn’t exist,wish not exist
227456,"""OW"" Maracas with ABS Plastic Shells, Wood Handles RUMBA SHAKERS Set of 2,Easy to Play and Fun Rumba Rattle Shakers,Party Noi ZNR8YAL

https://t.co/nx7j6KIQLP https://t.co/RvpXHQwKoF",0,"""OW"" Maracas with ABS Plastic Shells, Wood Handles RUMBA SHAKERS Set of 2,Easy to Play and Fun Rumba Rattle Shakers,Party Noi ZNR8YAL

https://t.co/nx7j6KIQLP https://t.co/RvpXHQwKoF",maracas abs plastic shell wood handle rumba shaker set easy play fun rumba rattle shaker party no unreal
227457,I have a ton of respect for NMM.,0,I have a ton of respect for NMM.,ton respect nam
227458,"If you start the video of Leclerc’s Monaco Historic GP crash at exactly 11:59:39, Leclerc will crash at midnight and you’ll go into the new year with a bang. https://t.co/e1XDJoABGu",0,"If you start the video of Leclerc’s Monaco Historic GP crash at exactly 11:59:39, Leclerc will crash at midnight and you’ll go into the new year with a bang. https://t.co/e1XDJoABGu",start video lectern monaco historic crash exactly lectern crash midnight new year bang
227459,"""Adopting a voice search strategy isn't just about remaining relevant"" it's also about creating a unique and optimized customer experience that will foster relationships and build brand loyalty.""  Copy this link into your browser:   https://t.co/Whd2J3bTRk https://t.co/WeMHXOSN6C",0,"""Adopting a voice search strategy isn't just about remaining relevant"" it's also about creating a unique and optimized customer experience that will foster relationships and build brand loyalty.""  Copy this link into your browser:   https://t.co/Whd2J3bTRk https://t.co/WeMHXOSN6C",adopt voice search strategy not remain relevant create unique optimize customer experience foster relationship build brand loyalty copy link browser
227460,I’m so ready to get off work. Go back to my hotel. And drown myself in a virtual world. The Oculus Quest 2 is a great investment if you wanna escape the real world around you.,0,I’m so ready to get off work. Go back to my hotel. And drown myself in a virtual world. The Oculus Quest 2 is a great investment if you wanna escape the real world around you.,ready work hotel drown virtual world oculus quest great investment want escape real world
227461,"i feel so sorry for my boyfriend.. he already had to learn how to deal with my bpd symptoms and he was there for me when i was deep down in depression and now ed stuff?.. tbh it would be definitely better if i would die, I'm a burden",1,"i feel so sorry for my boyfriend.. he already had to learn how to deal with my bpd symptoms and he was there for me when i was deep down in depression and now ed stuff?.. tbh it would be definitely better if i would die, I'm a burden",feel sorry boyfriend learn deal bad symptom deep depression de stuff honest definitely well die burden
227462,GOD PLEASE KILL ME I BEG YOU,1,GOD PLEASE KILL ME I BEG YOU,god kill beg
227463,"🎵 Don't die for anything less than the best of, everyone settles for the rest, not the best of
I will die for no less than the best of life🎵

Bruh,
I am just so tired of existing but I know I gotta keep going just to see this shit to the eventual, non self inflicted, end.",1,"🎵 Don't die for anything less than the best of, everyone settles for the rest, not the best of
I will die for no less than the best of life🎵

Bruh,
I am just so tired of existing but I know I gotta keep going just to see this shit to the eventual, non self inflicted, end.",not die good settle rest not good die no good life brush tired exist know get go shit eventual non self inflict end
227464,"You think this shell a defensive arm? Well I'll give you fair warning, it conceals a deadly surprise. Pray you never find out what that is.",0,"You think this shell a defensive arm? Well I'll give you fair warning, it conceals a deadly surprise. Pray you never find out what that is.",think defensive arm fair warn conceal deadly surprise pray find
227465,"Y’all worried about Brady retirement but when Nadal decides to hang it up, I might just hang myself up too.",0,"Y’all worried about Brady retirement but when Nadal decides to hang it up, I might just hang myself up too.",worried brady retirement naval decide hang hang
227466,I hope money doesn’t change you!,0,I hope money doesn’t change you!,hope money not change
227467,I was trying to be honest,0,I was trying to be honest,try honest
227468,I'm so over this smell in my apartment. Fuck that shawarma restaurant downstairs. I will kill myself tonight and make sure the blood seeps through the floor and into the restaurant.,0,I'm so over this smell in my apartment. Fuck that shawarma restaurant downstairs. I will kill myself tonight and make sure the blood seeps through the floor and into the restaurant.,smell apartment fuck shaw area restaurant downstairs kill tonight sure blood seep floor restaurant
